name,playerID,gameID,season,week,team,teamID,opponent,opponentID,fieldGoalsMade1_19-fieldGoalAttempts1_19,fieldGoalsMade20_29-fieldGoalAttempts20_29,fieldGoalsMade30_39-fieldGoalAttempts30_39,fieldGoalsMade40_49-fieldGoalAttempts40_49,fieldGoalsMade50-fieldGoalAttempts50,longFieldGoalMade,fieldGoalPct,fieldGoalsMade-fieldGoalAttempts,fieldGoalsMadeYardsAverage,extraPointsMade-extraPointAttempts,totalKickingPoints
Dan Bailey,14322,311120028,2011,11,DAL,6,WSH,28,0-0,0-0,2-2,0-0,0-0,39,100.0,2-2,38,3-3,9
Dan Bailey,14322,311211006,2011,14,DAL,6,NYG,19,0-0,0-0,0-0,2-3,0-0,49,66.7,2-3,49,4-4,10
Tyler Bass,3917232,401437788,2022,6,BUF,2,KC,12,0-0,0-0,1-1,0-0,0-0,39,100.0,1-1,39,3-3,6
Tyler Bass,3917232,401436831,2022,2,BUF,2,TEN,10,0-0,0-0,1-1,1-1,0-0,49,100.0,2-2,43,5-5,11
Tyler Bass,3917232,401437833,2022,10,BUF,2,MIN,16,0-0,1-1,1-1,1-1,0-0,45,100.0,3-3,36,3-3,12
Tyler Bass,3917232,401437889,2022,14,BUF,2,NYJ,20,0-0,0-0,1-1,1-1,0-0,49,100.0,2-2,44,2-2,8
Tyler Bass,3917232,401437857,2022,12,BUF,2,DET,8,0-0,0-0,0-0,2-2,0-0,47,100.0,2-2,46,2-3,8
Tyler Bass,3917232,401437873,2022,13,BUF,2,NE,17,0-0,0-0,0-0,1-1,0-0,48,100.0,1-1,48,3-3,6
Tyler Bass,3917232,401437763,2022,5,BUF,2,PIT,23,0-0,0-0,1-1,0-1,0-0,35,50.0,1-2,35,5-5,8
Tyler Bass,3917232,401437654,2022,1,BUF,2,LAR,14,0-0,0-0,0-0,1-1,0-0,41,100.0,1-1,41,4-4,7
Tyler Bass,3917232,401437847,2022,11,BUF,2,CLE,5,0-0,1-1,2-2,2-2,1-1,56,100.0,6-6,42,1-1,19
Tyler Bass,3917232,401437826,2022,9,BUF,2,NYJ,20,0-0,0-0,0-0,0-0,1-2,51,50.0,1-2,51,2-2,5
Tyler Bass,3917232,401437738,2022,3,BUF,2,MIA,15,0-0,0-0,1-2,0-0,0-0,30,50.0,1-2,30,2-2,5
Tyler Bass,3917232,401437817,2022,8,BUF,2,GB,9,0-0,0-0,1-1,1-1,0-0,42,100.0,2-2,40,3-3,9
Tyler Bass,3917232,401437750,2022,4,BUF,2,BAL,33,0-0,1-1,2-2,0-0,0-0,39,100.0,3-3,33,2-2,11
Tyler Bass,3917232,401326522,2021,13,BUF,2,NE,17,0-0,0-0,1-2,0-0,0-0,35,50.0,1-2,35,1-1,4
Tyler Bass,3917232,401326456,2021,9,BUF,2,JAX,30,0-0,1-1,0-0,1-1,0-0,41,100.0,2-2,32,0-0,6
Tyler Bass,3917232,401326587,2021,18,BUF,2,NYJ,20,0-0,1-1,0-0,1-1,0-0,41,100.0,2-2,31,3-3,9
Tyler Bass,3917232,401326422,2021,6,BUF,2,TEN,10,0-0,2-2,0-0,0-0,1-1,52,100.0,3-3,35,2-2,11
Tyler Bass,3917232,401326469,2021,10,BUF,2,NYJ,20,0-0,1-1,0-0,0-0,0-0,29,100.0,1-1,29,6-6,9
Tyler Bass,3917232,401326633,2021,2,BUF,2,KC,12,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Tyler Bass,3917232,401326534,2021,14,BUF,2,TB,27,0-0,2-2,0-0,0-0,0-0,25,100.0,2-2,23,3-3,9
Tyler Bass,3917232,401326438,2021,8,BUF,2,MIA,15,0-0,0-0,1-1,0-0,1-1,57,100.0,2-2,48,2-2,8
Tyler Bass,3917232,401326569,2021,17,BUF,2,ATL,1,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Tyler Bass,3917232,401326308,2021,1,BUF,2,PIT,23,0-0,1-1,1-1,1-1,0-0,42,100.0,3-3,35,1-1,10
Tyler Bass,3917232,401326626,2021,1,BUF,2,NE,17,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-7,5
Tyler Bass,3917232,401326538,2021,15,BUF,2,CAR,29,0-0,1-1,0-0,0-0,0-0,26,100.0,1-1,26,4-4,7
Tyler Bass,3917232,401326408,2021,5,BUF,2,KC,12,0-0,0-0,1-1,0-0,0-0,30,100.0,1-1,30,5-5,8
Tyler Bass,3917232,401326480,2021,11,BUF,2,IND,11,0-0,0-0,0-0,0-1,0-1,0,0.0,0-2,-,1-1,1
Tyler Bass,3917232,401326381,2021,4,BUF,2,HOU,34,0-0,3-3,1-1,0-0,0-0,33,100.0,4-4,27,4-4,16
Tyler Bass,3917232,401326496,2021,12,BUF,2,NO,18,0-0,0-0,1-1,0-0,0-0,34,100.0,1-1,34,4-4,7
Tyler Bass,3917232,401326364,2021,3,BUF,2,WSH,28,0-0,2-2,0-0,1-1,0-0,48,100.0,3-3,33,4-4,13
Tyler Bass,3917232,401326353,2021,2,BUF,2,MIA,15,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,5-5,5
Tyler Bass,3917232,401326561,2021,16,BUF,2,NE,17,0-0,1-1,1-1,0-0,0-0,34,100.0,2-2,30,3-3,9
Tyler Bass,3917232,401220114,2020,17,BUF,2,MIA,15,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,8-8,8
Tyler Bass,3917232,401220213,2020,15,BUF,2,DEN,7,0-0,2-2,0-0,0-0,0-0,27,100.0,2-2,27,6-6,12
Tyler Bass,3917232,401220138,2020,7,BUF,2,NYJ,20,0-0,1-1,1-2,3-4,1-1,53,75.0,6-8,42,0-0,18
Tyler Bass,3917232,401220116,2020,1,BUF,2,NYJ,20,1-1,1-1,0-2,0-0,0-0,22,50.0,2-4,20,3-3,9
Tyler Bass,3917232,401220401,2020,3,BUF,2,KC,12,0-0,2-2,0-0,0-0,2-2,51,100.0,4-4,37,0-1,12
Tyler Bass,3917232,401220357,2020,13,BUF,2,SF,25,0-0,1-1,1-1,0-0,0-0,37,100.0,2-2,32,4-4,10
Tyler Bass,3917232,401220115,2020,8,BUF,2,NE,17,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,28,3-3,6
Tyler Bass,3917232,401220118,2020,12,BUF,2,LAC,24,0-0,0-0,0-0,2-2,0-0,45,100.0,2-2,44,3-3,9
Tyler Bass,3917232,401220117,2020,6,BUF,2,KC,12,0-0,0-0,0-0,1-1,0-1,48,50.0,1-2,48,2-2,5
Tyler Bass,3917232,401220229,2020,4,BUF,2,LV,13,0-0,0-0,1-1,0-0,0-0,34,100.0,1-1,34,3-4,6
Tyler Bass,3917232,401220119,2020,3,BUF,2,LAR,14,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-5,5
Tyler Bass,3917232,401220130,2020,16,BUF,2,NE,17,0-0,1-1,0-0,0-0,0-0,22,100.0,1-1,22,5-5,8
Tyler Bass,3917232,401220393,2020,1,BUF,2,IND,11,0-0,0-0,0-0,1-1,1-1,54,100.0,2-2,50,3-3,9
Tyler Bass,3917232,401220121,2020,14,BUF,2,PIT,23,0-0,1-1,1-1,0-0,0-0,34,100.0,2-2,28,2-3,8
Tyler Bass,3917232,401220341,2020,10,BUF,2,ARI,22,0-0,0-0,0-0,0-0,3-3,58,100.0,3-3,56,3-3,12
Tyler Bass,3917232,401220120,2020,9,BUF,2,SEA,26,0-0,1-1,1-1,1-1,0-1,44,75.0,3-4,32,5-5,14
Tyler Bass,3917232,401220397,2020,2,BUF,2,BAL,33,0-0,1-1,0-0,0-2,0-0,28,33.3,1-3,28,2-2,5
Tyler Bass,3917232,401220122,2020,2,BUF,2,MIA,15,0-0,0-0,1-1,0-0,0-0,39,100.0,1-1,39,4-4,7
Tyler Bass,3917232,401220209,2020,5,BUF,2,TEN,10,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,1-1,4
Taylor Bertolet,2578718,401437801,2022,7,LAC,24,SEA,26,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Taylor Bertolet,2578718,401437764,2022,5,LAC,24,CLE,5,0-0,3-3,0-0,0-0,0-0,28,100.0,3-3,27,3-3,12
Rodrigo Blankenship,3915165,401437637,2022,1,IND,11,HOU,34,0-0,1-1,0-0,1-2,0-0,45,67.0,2-3,36,2-2,8
Rodrigo Blankenship,3915165,401437791,2022,7,ARI,22,NO,18,0-0,1-1,0-0,0-0,1-1,50,100.0,2-2,39,2-3,8
Rodrigo Blankenship,3915165,401326318,2021,1,IND,11,SEA,26,0-0,1-1,0-0,0-0,0-0,21,100.0,1-1,21,1-1,4
Rodrigo Blankenship,3915165,401326409,2021,5,IND,11,BAL,33,0-0,0-0,1-2,1-2,0-0,43,50.0,2-4,40,1-2,7
Rodrigo Blankenship,3915165,401326384,2021,4,IND,11,MIA,15,0-0,0-0,1-1,1-1,0-0,43,100.0,2-2,38,3-3,9
Rodrigo Blankenship,3915165,401326131,2021,2,IND,11,LAR,14,0-0,0-0,1-1,2-2,0-0,48,100.0,3-3,43,1-1,10
Rodrigo Blankenship,3915165,401326372,2021,3,IND,11,TEN,10,0-0,2-2,0-0,1-1,0-1,43,75.0,3-4,32,1-1,10
Rodrigo Blankenship,3915165,401220203,2020,10,IND,11,TEN,10,0-0,1-1,0-0,1-1,0-0,43,100.0,2-2,34,4-4,10
Rodrigo Blankenship,3915165,401220193,2020,3,IND,11,NYJ,20,0-0,0-0,0-0,2-3,0-0,42,66.7,2-3,42,4-4,10
Rodrigo Blankenship,3915165,401220174,2020,16,IND,11,PIT,23,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,28,3-3,6
Rodrigo Blankenship,3915165,401220393,2020,1,IND,11,BUF,2,0-0,0-0,1-2,0-0,0-0,30,50.0,1-2,30,1-1,4
Rodrigo Blankenship,3915165,401220195,2020,1,IND,11,JAX,30,0-0,1-1,1-2,0-0,0-0,38,66.7,2-3,32,2-2,8
Rodrigo Blankenship,3915165,401220187,2020,17,IND,11,JAX,30,0-0,2-2,0-0,0-1,0-1,24,50.0,2-4,23,2-2,8
Rodrigo Blankenship,3915165,401220186,2020,15,IND,11,HOU,34,0-0,0-0,1-1,0-0,1-1,53,100.0,2-2,44,3-3,9
Rodrigo Blankenship,3915165,401220233,2020,14,IND,11,LV,13,0-0,2-2,1-1,0-0,0-0,35,100.0,3-3,27,5-5,14
Rodrigo Blankenship,3915165,401220178,2020,13,IND,11,HOU,34,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,3-3,6
Rodrigo Blankenship,3915165,401220189,2020,9,IND,11,BAL,33,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,1-1,4
Rodrigo Blankenship,3915165,401220288,2020,8,IND,11,DET,8,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-5,3
Rodrigo Blankenship,3915165,401220188,2020,12,IND,11,TEN,10,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Rodrigo Blankenship,3915165,401220166,2020,5,IND,11,CLE,5,0-0,1-1,2-2,0-0,0-0,37,100.0,3-3,31,2-2,11
Rodrigo Blankenship,3915165,401220190,2020,6,IND,11,CIN,4,0-0,0-0,0-0,1-1,0-0,40,100.0,1-1,40,4-4,7
Rodrigo Blankenship,3915165,401220280,2020,4,IND,11,CHI,3,0-0,1-1,2-2,1-1,0-0,44,100.0,4-4,31,1-1,13
Rodrigo Blankenship,3915165,401220192,2020,2,IND,11,MIN,16,0-0,1-1,2-2,1-1,0-0,44,100.0,4-4,37,2-2,14
Rodrigo Blankenship,3915165,401220191,2020,11,IND,11,GB,9,0-0,0-0,3-3,1-1,0-1,43,80.0,4-5,38,2-2,14
Chris Blewitt,3045141,401326447,2021,8,WSH,28,DEN,7,0-0,0-0,0-0,0-2,1-1,52,33.0,1-3,52,1-1,4
Chris Blewitt,3045141,401326425,2021,7,WSH,28,GB,9,0-0,0-0,0-0,1-2,0-0,45,50.0,1-2,45,1-1,4
Chris Boswell,17372,401437634,2022,1,PIT,23,CIN,4,0-0,1-1,0-0,1-1,1-2,53,75.0,3-4,40,2-2,11
Chris Boswell,17372,401437757,2022,4,PIT,23,NYJ,20,0-0,0-0,0-0,0-0,2-2,59,100.0,2-2,55,2-2,8
Chris Boswell,17372,401437735,2022,3,PIT,23,CLE,5,0-0,0-0,1-1,0-1,0-0,34,50.0,1-2,34,2-2,5
Chris Boswell,17372,401437636,2022,2,PIT,23,NE,17,0-0,0-0,1-1,0-0,1-1,52,100.0,2-2,44,0-0,6
Chris Boswell,17372,401437894,2022,14,PIT,23,BAL,33,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,2-2,2
Chris Boswell,17372,401437785,2022,6,PIT,23,TB,27,0-0,1-1,0-0,0-0,1-1,55,100.0,2-2,40,2-2,8
Chris Boswell,17372,401437763,2022,5,PIT,23,BUF,2,0-0,1-1,0-1,0-1,0-0,29,33.0,1-3,29,0-0,3
Chris Boswell,17372,401437803,2022,7,PIT,23,MIA,15,0-0,0-0,0-0,1-1,0-0,45,100.0,1-1,45,1-1,4
Chris Boswell,17372,401326586,2021,18,PIT,23,BAL,33,0-0,1-1,1-1,1-1,0-0,40,100.0,3-3,35,1-1,10
Chris Boswell,17372,401326520,2021,13,PIT,23,BAL,33,0-0,0-0,0-0,1-1,1-1,53,100.0,2-2,48,0-1,6
Chris Boswell,17372,401326421,2021,6,PIT,23,SEA,26,0-0,1-1,1-1,0-0,1-1,52,100.0,3-3,39,2-2,11
Chris Boswell,17372,401326497,2021,12,PIT,23,CIN,4,0-0,0-0,0-0,1-1,0-0,40,100.0,1-1,40,1-1,4
Chris Boswell,17372,401326464,2021,9,PIT,23,CHI,3,0-0,0-0,0-0,1-1,2-2,54,100.0,3-3,49,2-3,11
Chris Boswell,17372,401326401,2021,5,PIT,23,DEN,7,0-0,0-0,0-0,2-2,0-0,48,100.0,2-2,71,3-3,9
Chris Boswell,17372,401326565,2021,16,PIT,23,KC,12,0-0,0-0,1-2,0-0,0-0,34,50.0,1-2,34,1-1,4
Chris Boswell,17372,401326356,2021,2,PIT,23,LV,13,0-0,0-0,0-0,0-0,1-1,56,100.0,1-1,56,2-2,5
Chris Boswell,17372,401326523,2021,14,PIT,23,MIN,16,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,2-2,2
Chris Boswell,17372,401326547,2021,15,PIT,23,TEN,10,0-0,1-1,1-1,2-2,0-1,48,80.0,4-5,40,1-1,13
Chris Boswell,17372,401326308,2021,1,PIT,23,BUF,2,0-0,2-2,0-0,1-1,0-0,45,100.0,3-3,30,2-2,11
Chris Boswell,17372,401326628,2021,1,PIT,23,KC,12,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Chris Boswell,17372,401326492,2021,11,PIT,23,LAC,24,0-0,0-0,2-2,1-1,0-0,45,100.0,3-3,39,4-4,13
Chris Boswell,17372,401326470,2021,10,PIT,23,DET,8,0-0,2-2,0-0,0-0,1-1,51,100.0,3-3,31,1-1,10
Chris Boswell,17372,401326371,2021,3,PIT,23,CIN,4,0-0,1-1,0-0,0-1,0-0,26,50.0,1-2,26,1-1,4
Chris Boswell,17372,401326392,2021,4,PIT,23,GB,9,0-0,0-0,0-0,0-0,1-1,52,100.0,1-1,52,2-2,5
Chris Boswell,17372,401326584,2021,17,PIT,23,CLE,5,0-0,1-1,1-1,1-1,1-1,50,100.0,4-4,38,2-2,14
Chris Boswell,17372,401326440,2021,8,PIT,23,CLE,5,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,0-0,3
Chris Boswell,17372,401220256,2020,1,PIT,23,NYG,19,0-0,0-0,1-1,1-1,0-0,41,100.0,2-2,38,2-3,8
Chris Boswell,17372,401220248,2020,9,PIT,23,DAL,6,0-0,0-0,0-0,1-1,1-1,59,100.0,2-2,51,0-2,6
Chris Boswell,17372,401220148,2020,8,PIT,23,BAL,33,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Chris Boswell,17372,401220172,2020,6,PIT,23,CLE,5,0-0,0-0,1-1,0-0,0-0,35,100.0,1-1,35,5-5,8
Chris Boswell,17372,401220171,2020,10,PIT,23,CIN,4,0-0,0-0,1-1,2-2,0-0,45,100.0,3-3,39,3-3,12
Chris Boswell,17372,401220394,2020,1,PIT,23,CLE,5,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,2-2,5
Chris Boswell,17372,401220173,2020,3,PIT,23,HOU,34,0-0,1-1,1-1,0-0,0-0,33,100.0,2-2,30,2-2,8
Chris Boswell,17372,401220121,2020,14,PIT,23,BUF,2,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Chris Boswell,17372,401220198,2020,11,PIT,23,JAX,30,0-0,0-0,0-0,2-3,0-0,47,66.7,2-3,46,3-3,9
Chris Boswell,17372,401220175,2020,5,PIT,23,PHI,21,0-0,0-0,0-0,1-1,0-0,41,100.0,1-1,41,5-5,8
Chris Boswell,17372,401220156,2020,15,PIT,23,CIN,4,0-0,1-1,0-0,0-0,0-0,25,100.0,1-1,25,2-2,5
Chris Boswell,17372,401220177,2020,2,PIT,23,DEN,7,0-0,1-1,0-0,0-0,0-0,21,100.0,1-1,21,3-3,6
Chris Boswell,17372,401249063,2020,7,PIT,23,TEN,10,0-0,0-0,2-2,0-0,0-0,38,100.0,2-2,34,3-3,9
Chris Boswell,17372,401220170,2020,12,PIT,23,BAL,33,0-0,2-2,0-0,0-0,0-0,27,100.0,2-2,26,1-2,7
Chris Boswell,17372,401128083,2019,9,PIT,23,IND,11,0-0,2-2,1-1,0-0,1-1,51,100.0,4-4,33,2-2,14
Chris Boswell,17372,401128074,2019,8,PIT,23,MIA,15,0-0,0-0,0-0,2-2,0-1,42,67.0,2-3,42,3-3,9
Chris Boswell,17372,401128065,2019,15,PIT,23,BUF,2,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,1-1,4
Chris Boswell,17372,401128131,2019,6,PIT,23,LAC,24,0-0,1-1,0-0,0-0,0-0,20,100.0,1-1,20,3-3,6
Chris Boswell,17372,401128044,2019,11,PIT,23,CLE,5,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,1-1,1
Chris Boswell,17372,401128011,2019,5,PIT,23,BAL,33,0-0,1-1,1-1,1-1,0-0,41,100.0,3-3,34,2-2,11
Chris Boswell,17372,401128110,2019,2,PIT,23,SEA,26,0-0,0-0,1-1,1-1,0-0,41,100.0,2-2,37,2-2,8
Chris Boswell,17372,401127933,2019,16,PIT,23,NYJ,20,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,1-1,4
Chris Boswell,17372,401128109,2019,4,PIT,23,CIN,4,0-0,1-1,0-0,1-1,0-0,49,100.0,2-2,39,3-3,9
Chris Boswell,17372,401127989,2019,10,PIT,23,LAR,14,0-0,0-0,1-1,0-0,0-0,33,100.0,1-1,33,2-2,5
Chris Boswell,17372,401127918,2019,12,PIT,23,CIN,4,0-0,2-2,0-0,1-1,0-0,47,100.0,3-3,33,1-1,10
Chris Boswell,17372,401128002,2019,14,PIT,23,ARI,22,0-0,1-1,2-2,0-0,0-0,37,100.0,3-3,31,2-2,11
Chris Boswell,17372,401127860,2019,1,PIT,23,NE,17,1-1,0-0,0-0,0-0,0-0,19,100.0,1-1,19,0-0,3
Chris Boswell,17372,401127950,2019,17,PIT,23,BAL,33,0-0,1-1,0-0,0-0,0-0,26,100.0,1-1,26,1-1,4
Chris Boswell,17372,401128107,2019,13,PIT,23,CLE,5,0-0,1-1,1-1,0-0,0-0,39,100.0,2-2,34,2-2,8
Chris Boswell,17372,401127998,2019,3,PIT,23,SF,25,0-0,1-1,0-0,1-1,0-0,46,100.0,2-2,36,2-2,8
Chris Boswell,17372,401030743,2018,6,PIT,23,CIN,4,0-0,2-2,0-0,0-0,0-0,24,100.0,2-2,22,2-2,8
Chris Boswell,17372,401030863,2018,14,PIT,23,OAK,13,0-0,0-0,0-1,0-1,0-0,0,0.0,0-2,-,3-3,3
Chris Boswell,17372,401030951,2018,13,PIT,23,LAC,24,0-0,0-0,0-0,1-1,0-0,48,100.0,1-1,48,3-4,6
Chris Boswell,17372,401030731,2018,8,PIT,23,CLE,5,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,4-4,7
Chris Boswell,17372,401030698,2018,2,PIT,23,KC,12,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,3-4,3
Chris Boswell,17372,401030971,2018,11,PIT,23,JAX,30,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Chris Boswell,17372,401030819,2018,9,PIT,23,BAL,33,0-0,1-1,0-0,0-0,0-0,29,100.0,1-1,29,2-3,5
Chris Boswell,17372,401030709,2018,5,PIT,23,ATL,1,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-6,5
Chris Boswell,17372,401030729,2018,10,PIT,23,CAR,29,0-0,0-0,0-0,0-0,1-1,50,100.0,1-1,50,7-7,10
Chris Boswell,17372,401030718,2018,1,PIT,23,CLE,5,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,3-3,3
Chris Boswell,17372,401030805,2018,3,PIT,23,TB,27,0-0,0-0,1-1,0-1,0-0,38,50.0,1-2,38,3-4,6
Chris Boswell,17372,401030956,2018,15,PIT,23,NE,17,0-0,0-0,0-1,1-1,0-0,48,50.0,1-2,48,2-2,5
Chris Boswell,17372,401030913,2018,16,PIT,23,NO,18,0-0,0-0,1-1,1-1,0-0,49,100.0,2-2,40,2-2,8
Chris Boswell,17372,401030911,2018,12,PIT,23,DEN,7,0-0,0-0,0-0,1-2,0-0,41,50.0,1-2,41,2-2,5
Chris Boswell,17372,401030933,2018,4,PIT,23,BAL,33,0-0,0-0,2-2,0-0,0-0,39,100.0,2-2,36,0-0,6
Chris Boswell,17372,400951694,2017,14,PIT,23,BAL,33,0-0,1-1,0-0,2-2,1-1,52,100.0,4-4,41,3-3,15
Chris Boswell,17372,400951574,2017,1,PIT,23,CLE,5,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Chris Boswell,17372,400951762,2017,17,PIT,23,CLE,5,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Chris Boswell,17372,400951565,2017,10,PIT,23,IND,11,0-0,0-0,1-2,1-1,0-0,41,66.7,2-3,37,0-1,6
Chris Boswell,17372,400951698,2017,11,PIT,23,TEN,10,0-0,2-2,0-0,1-1,1-1,50,100.0,4-4,36,4-4,16
Chris Boswell,17372,400951643,2017,2,PIT,23,MIN,16,0-0,1-1,1-1,2-2,0-0,46,100.0,4-4,39,2-2,14
Chris Boswell,17372,400951754,2017,13,PIT,23,CIN,4,0-0,0-0,3-3,0-0,0-0,38,100.0,3-3,35,2-2,11
Chris Boswell,17372,400951633,2017,12,PIT,23,GB,9,0-0,0-0,0-0,0-0,1-1,53,100.0,1-1,53,2-3,5
Chris Boswell,17372,400951776,2017,6,PIT,23,KC,12,0-0,1-1,0-0,0-0,0-0,24,100.0,1-1,24,2-2,5
Chris Boswell,17372,400951655,2017,5,PIT,23,JAX,30,0-0,2-2,1-1,0-0,0-0,34,100.0,3-3,28,0-0,9
Chris Boswell,17372,400999088,2017,4,AFC,31,NFC,32,0-0,0-0,0-0,1-1,0-0,41,100.0,1-1,41,3-3,6
Chris Boswell,17372,400951812,2017,15,PIT,23,NE,17,0-0,0-0,0-0,0-0,1-1,51,100.0,1-1,51,3-3,6
Chris Boswell,17372,400999181,2017,2,PIT,23,JAX,30,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,6-6,6
Chris Boswell,17372,400951714,2017,16,PIT,23,HOU,34,0-0,0-0,2-2,0-0,0-0,36,100.0,2-2,35,4-4,10
Chris Boswell,17372,400951736,2017,8,PIT,23,DET,8,0-0,0-0,2-2,0-0,0-0,38,100.0,2-2,36,2-2,8
Chris Boswell,17372,400951609,2017,7,PIT,23,CIN,4,0-0,3-3,0-0,2-2,0-0,49,100.0,5-5,32,2-2,17
Chris Boswell,17372,400951708,2017,4,PIT,23,BAL,33,0-0,0-0,1-1,1-2,0-0,49,66.7,2-3,40,2-2,8
Chris Boswell,17372,400951590,2017,3,PIT,23,CHI,3,0-0,0-0,1-2,0-0,0-0,32,50.0,1-2,32,2-2,5
Chris Boswell,17372,400927750,2016,3,PIT,23,NE,17,0-0,1-1,0-0,0-0,0-0,23,100.0,1-1,23,0-1,3
Chris Boswell,17372,400874537,2016,1,PIT,23,WSH,28,0-0,0-0,0-0,1-1,0-0,46,100.0,1-1,46,5-5,8
Chris Boswell,17372,400874714,2016,15,PIT,23,CIN,4,0-0,0-0,1-1,5-5,0-0,49,100.0,6-6,44,0-0,18
Chris Boswell,17372,400874538,2016,10,PIT,23,DAL,6,0-0,1-1,1-1,0-0,0-1,39,66.7,2-3,32,0-0,6
Chris Boswell,17372,400874506,2016,7,PIT,23,NE,17,0-0,0-0,1-1,2-3,0-1,46,60.0,3-5,41,1-1,10
Chris Boswell,17372,400874628,2016,3,PIT,23,PHI,21,0-0,0-0,0-1,1-1,0-0,40,50.0,1-2,40,0-0,3
Chris Boswell,17372,400932687,2016,1,PIT,23,MIA,15,0-0,0-0,1-1,0-0,0-0,34,100.0,1-1,34,3-4,6
Chris Boswell,17372,400874497,2016,14,PIT,23,BUF,2,0-0,0-0,2-2,0-0,0-0,39,100.0,2-2,38,3-3,9
Chris Boswell,17372,400874487,2016,2,PIT,23,CIN,4,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,3-3,6
Chris Boswell,17372,400874598,2016,9,PIT,23,BAL,33,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Chris Boswell,17372,400874730,2016,6,PIT,23,MIA,15,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Chris Boswell,17372,400874675,2016,4,PIT,23,KC,12,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-5,5
Chris Boswell,17372,400874502,2016,12,PIT,23,IND,11,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Chris Boswell,17372,400874634,2016,11,PIT,23,CLE,5,0-0,1-1,2-2,0-0,0-0,33,100.0,3-3,29,1-1,10
Chris Boswell,17372,400874602,2016,5,PIT,23,NYJ,20,0-0,0-0,0-0,1-1,0-0,47,100.0,1-1,47,4-4,7
Chris Boswell,17372,400874690,2016,17,PIT,23,CLE,5,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Chris Boswell,17372,400874583,2016,16,PIT,23,BAL,33,0-0,0-0,1-1,0-0,0-0,36,100.0,1-1,36,4-4,7
Chris Boswell,17372,400927748,2016,2,PIT,23,KC,12,0-0,1-1,2-2,3-3,0-0,45,100.0,6-6,38,0-0,18
Chris Boswell,17372,400791527,2015,7,PIT,23,KC,12,0-0,1-1,1-1,0-0,0-0,36,100.0,2-2,30,1-1,7
Chris Boswell,17372,400820434,2015,2,PIT,23,DEN,7,0-0,1-1,0-0,2-2,0-0,47,100.0,3-3,39,1-1,10
Chris Boswell,17372,400791723,2015,15,PIT,23,DEN,7,0-0,1-1,0-0,1-1,0-0,41,100.0,2-2,32,4-4,10
Chris Boswell,17372,400791566,2015,14,PIT,23,CIN,4,0-0,0-0,1-1,3-3,0-0,47,100.0,4-4,41,3-3,15
Chris Boswell,17372,400791621,2015,6,PIT,23,ARI,22,0-0,1-1,0-0,2-2,1-1,51,100.0,4-4,44,1-1,13
Chris Boswell,17372,400791588,2015,5,PIT,23,SD,24,0-0,0-0,0-0,1-1,0-0,47,100.0,1-1,47,3-3,6
